filename,category,people,job_title,media_personality
121.txt,politics,Rhodri Glyn Thomas,Plaid Cymru health spokesman,Media Personality
121.txt,politics,Jonathan Morgan,Conservative health spokesman,Media Personality
109.txt,politics,Mike O'Brien,e-commerce minister,Politician
336.txt,politics,Tony Blair,Former Prime Minister,Politician
336.txt,politics,Gordon Brown,Former Chancellor of the Exchequer,Politician
336.txt,politics,John Prescott,Former Deputy Prime Minister,Politician
120.txt,politics,Lord Janner,Former Labour MP,Politician
068.txt,politics,Frank Field,Ex-Labour minister,Politician
068.txt,politics,David Lammy,Constitutional Affairs Minister,Politician
054.txt,politics,Vince Cable,Liberal Democrats Treasury spokesman,Media Personality
295.txt,politics,Tony Blair,Labour Party's longest-serving prime minister,Politician
295.txt,politics,Harold Wilson,Former Prime Minister,Politician
295.txt,politics,Margaret Thatcher,Former Prime Minister,Politician
295.txt,politics,Lord Liverpool,Former Prime Minister,Politician
295.txt,politics,Gordon Brown,Chancellor of the Exchequer,Politician
281.txt,politics,Robert Kilroy-Silk,"ex-chat show host, MEP",Media Personality
297.txt,politics,Alastair Campbell,ex-Downing Street media chief,TV/Film Personality
297.txt,politics,Peter Mandelson,European commissioner and former Labour minister,Politician
297.txt,politics,Greg Dyke,former BBC director-general,TV/Film Personality
297.txt,politics,Andrew Gilligan,reporter,Media Personality
283.txt,politics,Michael Howard,Politician,Politician
268.txt,politics,Oliver Letwin,Tory Shadow Chancellor,Politician
268.txt,politics,Simon Hughes,Liberal Democrats' President,Politician
268.txt,politics,Karen Buck,Labour backbench MP,Politician
268.txt,politics,Gordon Brown,Prime Minister,Politician
095.txt,politics,Gordon Brown,Chancellor,Politician
095.txt,politics,Tony Blair,Prime Minister,Politician
095.txt,politics,Alan Milburn,Politician,Politician
095.txt,politics,Oliver Letwin,Tory shadow chancellor,Politician
081.txt,politics,Mark Oaten,Liberal Democrat home affairs spokesman,Media Personality
122.txt,politics,Des Browne,Immigration Minister,Politician
122.txt,politics,Mark Oaten,Liberal Democrat Home Affairs Spokesman,Media Personality
308.txt,politics,Margaret Thatcher,Former Prime Minister,Politician
308.txt,politics,Michael Heseltine,Politician,Politician
308.txt,politics,John Major,Former Prime Minister,Politician
308.txt,politics,Edward Heath,Former Prime Minister,Politician
335.txt,politics,Parmjit Singh Gill,Lib Dem MP,Politician
321.txt,politics,Stephen Twigg,Schools Minister,Politician
123.txt,politics,Alastair Campbell,Politician,Politician
080.txt,politics,Tony Blair,Prime Minister,Politician
080.txt,politics,Ivan Lewis,Education Minister,Politician
080.txt,politics,Phil Willis,Liberal Democrat Education Spokesman,Media Personality
094.txt,politics,Jack McConnell,Scotland's first minister,Politician
269.txt,politics,Tony Blair,Former Prime Minister,Politician
241.txt,politics,Tom McCabe MSP,Scottish Finance Minister,Politician
241.txt,politics,Brian Monteith MSP,Tory finance spokesman,Media Personality
286.txt,politics,Mark Croucher,UKIP spokesman,Media Personality
251.txt,politics,Tony Blair,Former Prime Minister,Politician
251.txt,politics,Gordon Brown,Former Chancellor of the Exchequer,Politician
047.txt,politics,Jim Wallace,Lifelong Learning Minister,Politician
047.txt,politics,David Caldwell,Director of Universities Scotland,TV/Film Personality
127.txt,politics,Gordon Brown,Chancellor,Politician
127.txt,politics,George Bush,President,Politician
331.txt,politics,Oliver Letwin,Shadow Chancellor,Politician
331.txt,politics,Tony Blair,Former Prime Minister,Politician
318.txt,politics,Ashok Vishwanathan,Operation Black Vote spokesman,Media Personality
126.txt,politics,Tony Blair,Prime Minister,Politician
126.txt,politics,Jacques Chirac,President of France,Politician
052.txt,politics,Amitai Etzioni,"Academic, Senior adviser to President Carter's White House",Politician
085.txt,politics,John Redwood,Conservative deregulation spokesman,Media Personality
085.txt,politics,Ed Davey,Lib Dem spokesman,Media Personality
250.txt,politics,Tony Blair,Prime Minister,Politician
250.txt,politics,Alun Michael,Rural Affairs Minister,Politician
287.txt,politics,Tony Blair,Former Prime Minister,Politician
287.txt,politics,Lord Falconer,Lord Chancellor,Politician
293.txt,politics,Robert Kilroy-Silk,"Ex-BBC chat show host, East Midlands MEP",Media Personality
293.txt,politics,Fraser Kemp,Labour campaign spokesman,Media Personality
246.txt,politics,Kim Howells,Higher Education Minister,Politician
252.txt,politics,Tony Blair,Prime Minister,Politician
252.txt,politics,Gordon Brown,Chancellor,Politician
252.txt,politics,Robert Peston,Sunday Telegraph journalist,Media Personality
252.txt,politics,Frank Field,Former welfare minister,Politician
093.txt,politics,Tony Blair,Prime Minister,Politician
093.txt,politics,George W Bush,President,Politician
044.txt,politics,Peter Hunt,BBC correspondent,Media Personality
050.txt,politics,Jack McConnell,First Minister of Scotland,Politician
050.txt,politics,Eleanor Scott,Scottish Green Party's health spokeswoman,Media Personality
118.txt,politics,Lord Falconer,lord chancellor,Politician
124.txt,politics,Dr. Brian Gibbons,Health Minister for Wales,Politician
124.txt,politics,Jane Hutt,Former Health Minister for Wales,Politician
124.txt,politics,Rhodri Morgan,First Minister of Wales,Politician
327.txt,politics,Lord Falconer,former Lord Chancellor,Politician
327.txt,politics,Lord Irvine of Lairg,former Lord Chancellor,Politician
327.txt,politics,Tony Blair,former Prime Minister,Politician
327.txt,politics,Michael Mates,Tory MP,Politician
327.txt,politics,Clare Short,former minister,Politician
327.txt,politics,Sir Menzies Campbell,Lib Dem foreign affairs spokesman,Media Personality
333.txt,politics,Robert Kilroy-Silk,"Ex-chat show host, East Midlands MEP, founder of Veritas party",Media Personality
333.txt,politics,Elizabeth Blackman,Labour MP for Erewash,Politician
125.txt,politics,Mark Croucher,UKIP spokesman,Media Personality
119.txt,politics,Lord Falconer,Lord Chancellor,Politician
119.txt,politics,Dame Elizabeth Butler-Sloss,President of the Family Justice Division,Politician
092.txt,politics,Tony Blair,Prime Minister,Politician
092.txt,politics,Hazel Blears,Home Office Minister,Politician
086.txt,politics,George Bush,Former US President,Politician
086.txt,politics,Christopher Reeve,Former Superman actor,TV/Film Personality
290.txt,politics,Lord Falconer,Lord Chancellor,Politician
290.txt,politics,Winston Churchill,Former Prime Minister,Politician
284.txt,politics,Charles Kennedy,Politician,Politician
262.txt,sport,Frank Arnesen,Spurs sporting director,TV/Film Personality
276.txt,sport,Gustavo Parente Sanchez,President of Red Sharks Veracruz,Politician
100.txt,sport,Methat Shalaby,Egypt FA spokesman,Media Personality
464.txt,sport,David Felgate,LTA performance director,TV/Film Personality
270.txt,sport,Terry Brady,Club director,TV/Film Personality
270.txt,sport,Velimir Zajec,Executive director,TV/Film Personality
502.txt,sport,Claude Eerdekens,Belgian sports minister,Politician
265.txt,sport,Toni Munoz,Atletico sporting director,TV/Film Personality
273.txt,sport,Robbie Savage,Wales star footballer,TV/Film Personality
273.txt,sport,Karen Brady,Managing director of Birmingham,TV/Film Personality
065.txt,sport,David Bedford,race director,TV/Film Personality
448.txt,sport,Claude Eerdekens,Belgian sports minister,Politician
215.txt,sport,Kalusha Bwalya,Zambia's technical director,TV/Film Personality
017.txt,sport,Nick Davies,Spokesman for the IAAF,Media Personality
376.txt,sport,Lawrence Dallaglio,Wasps rugby director,TV/Film Personality
376.txt,sport,Warren Gatland,Wasps rugby director,TV/Film Personality
411.txt,sport,Nigel Melville,Gloucester director of rugby,TV/Film Personality
388.txt,sport,Rob Andrew,Newcastle director of rugby,TV/Film Personality
149.txt,sport,Frank Huizinga,Dutch football federation spokesman,Media Personality
149.txt,sport,Clemence Ross-van Dorp,Dutch sports minister,Politician
161.txt,sport,Juan Bautista,Club president,Politician
366.txt,sport,Jonah Lomu,Former All Black star,TV/Film Personality
170.txt,sport,Alberto Flores,President of the Spanish FA's disciplinary committee,Politician
204.txt,sport,Rob Faulkner,Uefa spokesman,Media Personality
358.txt,sport,Philippe Saint-Andre,Sale Sharks director of rugby,TV/Film Personality
007.txt,sport,Matthew Turnbull,Race Director,TV/Film Personality
211.txt,sport,Florentino Perez,Madrid president,Politician
036.txt,sport,Jacques Rogge,President of the International Olympic Committee,Politician
143.txt,sport,Keith Edelman,Arsenal's managing director,TV/Film Personality
196.txt,sport,Danny Fiszman,Arsenal director,TV/Film Personality
193.txt,sport,Emilio Butragueno,Real Madrid vice-president,Politician
420.txt,sport,Warren Gatland,Wasps director of rugby,TV/Film Personality
353.txt,sport,Simon Taylor,Star number eight,TV/Film Personality
019.txt,sport,David Bedford,London race director,TV/Film Personality
392.txt,sport,Jack Rowell,Director of rugby,TV/Film Personality
386.txt,sport,Alastair Campbell,media consultant,TV/Film Personality
386.txt,sport,Tony Blair,Prime Minister,Politician
257.txt,sport,Angel Maria Villar,President of Spain's Football Federation,Politician
257.txt,sport,Jaime Lissavetzky,Spain's minister of sport,Politician
041.txt,sport,Justin Gatlin,American Olympic star,TV/Film Personality
041.txt,sport,Joanna Hayes,American Olympic star,TV/Film Personality
323.txt,sport,Brian O'Driscoll,Star skipper of Ireland rugby team,TV/Film Personality
493.txt,sport,David Felgate,LTA performance director,TV/Film Personality
043.txt,sport,Dave Collins,UK Athletics performance director,TV/Film Personality
282.txt,sport,Ryan Giggs,Manchester United senior star,TV/Film Personality
282.txt,sport,Roy Keane,Manchester United senior star,TV/Film Personality
251.txt,sport,Peter Lorimer,Director and point of contact for Leeds United fans,TV/Film Personality
245.txt,sport,Florentino Perez,Real Madrid president,Politician
443.txt,sport,Kim Clijsters,Tennis star,TV/Film Personality
443.txt,sport,Lleyton Hewitt,Tennis star,TV/Film Personality
091.txt,sport,Barry Bonds,Baseball star,TV/Film Personality
091.txt,sport,Alvin Harrison,Olympic relay star,TV/Film Personality
044.txt,sport,Victor Conte,President of Bay Area Lab Co-Operative (Balco),Politician
118.txt,sport,Thaksin Shiniwatra,Thailand Prime Minister,Politician
130.txt,sport,Robbie Weir,teenage star Irish League midfielder,TV/Film Personality
045.txt,sport,James Valente,Balco vice-president,Politician
045.txt,sport,Alvin Harrison,Olympic relay star,TV/Film Personality
276.txt,tech,Gerhard Florin,EA's managing director for European publishing,TV/Film Personality
276.txt,tech,Jan Bolz,EA's vice president of sales and marketing in Europe,Politician
276.txt,tech,Robbie Williams,Musician,Musician
276.txt,tech,Christina Aguilera,Musician,Musician
048.txt,tech,Jos&#233; Manuel Barroso,EC President,Politician
048.txt,tech,Josep Borrell,President of the European Parliament,Politician
101.txt,tech,George W Bush,President,Politician
101.txt,tech,Mike Prettejohn,President of Netcraft,Politician
049.txt,tech,Stephen Dyer,Director of UK Internet Forum (UKIF),TV/Film Personality
249.txt,tech,Marco Behrmann,Director of Community Relations at Mindark,TV/Film Personality
301.txt,tech,Nick Ross,Deputy Labs Editor at PC Pro,Media Personality
300.txt,tech,Jonny Evans,News editor at Macworld magazine,Media Personality
300.txt,tech,Nick Ross,Deputy labs editor at PC Pro,Media Personality
300.txt,tech,Brian Gammage,Vice-president of research at Gartner,Politician
076.txt,tech,Jonathan Rosenberg,Google's vice president of product management,Politician
099.txt,tech,Mohammad Ali Abtahi,Former Iranian vice-president,Politician
099.txt,tech,George W Bush,Former US President,Politician
310.txt,tech,Berit Hanson,Opera spokeswoman,Media Personality
305.txt,tech,Steve Taylor,Station manager at Virgin Radio,Media Personality
113.txt,tech,John Wyver,TV Producer,TV/Film Personality
107.txt,tech,Zhang Hemin,Director of the Wolong Nature Reserve,TV/Film Personality
265.txt,tech,Tony Blair,Prime Minister,Politician
267.txt,tech,Urs Holzle,Google vice-president of operations,Politician
139.txt,tech,Claude Errera,Editor of fansite Halo.Bungie.Org,Media Personality
111.txt,tech,Paul Trotter,News and features editor of PC Pro,Media Personality
111.txt,tech,Microsoft,Developer of Media Player 10,TV/Film Personality
307.txt,tech,Bill Thompson,commentator,Media Personality
306.txt,tech,Chris Deering,Sony's European president,Politician
104.txt,tech,Dr. Andrew Burn,Associate Director,TV/Film Personality
104.txt,tech,Roger Bennett,Director General,TV/Film Personality
110.txt,tech,Adam Curry,former MTV host and VJ,Media Personality
058.txt,tech,Duncan Ingram,"BT's managing director, broadband and internet services",TV/Film Personality
272.txt,tech,Graham Cluley,spokesman for anti-virus firm Sophos,Media Personality
188.txt,tech,Rob Dwight,Icstis spokesman,Media Personality
375.txt,tech,Hugh Grant,Actor,TV/Film Personality
349.txt,tech,Andrew Burke,Chief of BT's new Entertainment unit,TV/Film Personality
349.txt,tech,Rahul Chakkara,Controller of BBCi's 24/7 interactive TV services,TV/Film Personality
360.txt,tech,John Binks,Director of GfK,TV/Film Personality
360.txt,tech,Alexander Oudendijk,Senior Vice President of Marketing for Astra,Politician
360.txt,tech,Phil Laven,Technical Director for the European Broadcast Union,TV/Film Personality
189.txt,tech,Malte Pollmann,Spokesman for Lycos Europe,Media Personality
028.txt,tech,Andrew Thompson,"BBC's head of development, new media and sports news",TV/Film Personality
389.txt,tech,Yaron Toren,Spokesman for Celltick,Media Personality
362.txt,tech,Alyn Hockey,Director of Research at Clearswift,TV/Film Personality
388.txt,tech,Sir Peter Blake,Artist,Musician
388.txt,tech,Tracey Emin,Artist,Musician
388.txt,tech,Jack Vettriano,Artist,Musician
029.txt,tech,Jill Sutherland,Spokeswoman for trade body Intellect,Media Personality
001.txt,tech,Askar Akaev,Kyrgyz President,Politician
015.txt,tech,Robbie Bach,"Senior Vice President, Microsoft Home and Entertainment Division",Politician
203.txt,tech,Roger Bennett,Director General of Elspa,TV/Film Personality
213.txt,tech,Tony Macklin,spokesman for Ask Jeeves,Media Personality
207.txt,tech,Adrian Palmer,Managing Director of Ontrack Data Recovery,TV/Film Personality
399.txt,tech,Lord Sainsbury,Science Minister,Politician
004.txt,tech,Nicholas Negroponte,Chairman and founder of MIT's Media Labs,TV/Film Personality
206.txt,tech,Mark Mulligan,Music Analyst with Jupiter Research,TV/Film Personality
212.txt,tech,Dr. Michael Bjorn,Senior advisor on mobile media at Ericsson,TV/Film Personality
210.txt,tech,Tim Warner,spokesman for anti-virus firm Finjan,Media Personality
172.txt,tech,Oliver Irish,Editor of gadget magazine Stuff,Media Personality
371.txt,tech,Henri de Bodinat,Vice-President of Arthur D. Little consultancy,Politician
167.txt,tech,Simon Perry,Editor of Digital Lifestyles website,Media Personality
173.txt,tech,Nick Donofrio,IBM's senior vice president of technology and manufacturing,Politician
013.txt,tech,Fiona Deans,Associate Director of AADC,TV/Film Personality
013.txt,tech,Pete Buckingham,Head of Distribution and Exhibition at the UK Film Council,TV/Film Personality
234.txt,tech,Yaron Toren,Spokesman for Celltick,Media Personality
208.txt,tech,Theo van Gogh,Dutch film maker,TV/Film Personality
208.txt,tech,Peter Schoonen,De Telegraaf's image editor,Media Personality
208.txt,tech,Henry Reichhold,Digital artist,Musician
195.txt,tech,Doug Lombardi,Valve spokesman,Media Personality
195.txt,tech,Rob Fahey,Editor of gamesindustry.biz,Media Personality
142.txt,tech,Sanjaya Senanayake,Sri Lankan television worker,TV/Film Personality
383.txt,tech,Gilles Babinet,Chief executive of mobile music firm Musiwave,TV/Film Personality
383.txt,tech,Jonas Guest,Vice president for entertainment at Nokia,Politician
383.txt,tech,Ted Cohen,Senior vice president of digital development and distribution at EMI,Politician
340.txt,tech,Stephen Dyer,Director of UK Internet Forum (UKIF),TV/Film Personality
368.txt,tech,Rob Pollard,Sales Director for Arbor Networks,TV/Film Personality
369.txt,tech,Michael Stephenson,Director in Microsoft's Windows Server division,TV/Film Personality
341.txt,tech,Adam Vaughan,Editor of Stuff Essentials,Media Personality
382.txt,tech,Andrew Bud,Regulatory head of the Mobile Entertainment Forum and executive chairman of messaging firm MBlox,TV/Film Personality
396.txt,tech,James Cameron,Director,TV/Film Personality
396.txt,tech,Owain Bennallack,Editor of Develop magazine,Media Personality
194.txt,tech,David Frost,Director General of the British Chambers of Commerce,TV/Film Personality
023.txt,tech,Mr. R. Sridharan,Vice President of Networks at Tata,Politician
235.txt,tech,James Roper,Director of the IMRG,TV/Film Personality
223.txt,tech,Clark Boyd,Technology correspondent for The World,Media Personality
009.txt,tech,Madonna,Musician,Musician
342.txt,tech,Jos&#233; Manuel Barroso,EC President,Politician
342.txt,tech,Josep Borrell,President of the European Parliament,Politician
395.txt,tech,Claudia Neulling,German magazine Computer Reseller News representative,Media Personality
034.txt,tech,Hazel Blears,Home Office Minister,Politician
226.txt,tech,Adrian Hosford,Director of Corporate Responsibility at BT,TV/Film Personality
018.txt,tech,Kevin Krewell,Editor in chief of Microprocessor Report,Media Personality
024.txt,tech,Shauna Perry,Bioware's audio and external resources producer,TV/Film Personality
385.txt,tech,Arnold Schwarzenegger,Actor,TV/Film Personality
391.txt,tech,Michael Weiss,President of StreamCast Networks,Politician
391.txt,tech,Marc Morgenstern,Vice President of anti-piracy firm Overpeer,Politician
353.txt,tech,James Cosgrave,Montrose Secam director,TV/Film Personality
384.txt,tech,Li Ruigang,President of Shanghai Media Group,Politician
151.txt,tech,President Bush,President of the United States,Politician
151.txt,tech,CBS,US television news organization,TV/Film Personality
145.txt,tech,Britney Spears,Musician,Musician
186.txt,tech,Reporters Without Borders,Media watchdog,TV/Film Personality
219.txt,tech,Disney,Film giant,TV/Film Personality
219.txt,tech,Paramount,Film studio,TV/Film Personality
219.txt,tech,Universal,Film studio,TV/Film Personality
219.txt,tech,Warner Brothers,Film studio,TV/Film Personality
219.txt,tech,Sony Pictures Entertainment,Film studio,TV/Film Personality
219.txt,tech,MGM Studios,Film studio,TV/Film Personality
219.txt,tech,Twentieth Century Fox,Film studio,TV/Film Personality
225.txt,tech,Dr. Michael Bjorn,Senior advisor on mobile media at Ericsson,TV/Film Personality
027.txt,tech,Patricia Sanders,spokeswoman for the Disaster Emergency Committee,Media Personality
386.txt,tech,Flic Everett,journalist and dating expert for Company magazine and the Daily Express,Media Personality
379.txt,tech,Madonna,Musician,Musician
351.txt,tech,Robert Quinn,Game's UK sales director,TV/Film Personality
345.txt,tech,Steve Beeks,President of Lions Gate entertainment,Politician
344.txt,tech,James Cridland,Head of new media at Virgin Radio,TV/Film Personality
344.txt,tech,Saumil Nanavati,President of Sydus,Politician
032.txt,tech,Oliver Valente,Sprint's vice president for technology development,Politician
032.txt,tech,Christoph Caselitz,President of the mobile networks division at Siemens,Politician
230.txt,tech,Rachel Harker,Spokeswoman for Hypertag,Media Personality
224.txt,tech,Disney,Film giant,TV/Film Personality
224.txt,tech,Paramount,Film studio,TV/Film Personality
224.txt,tech,Universal,Film studio,TV/Film Personality
224.txt,tech,Warner Brothers,Film studio,TV/Film Personality
224.txt,tech,Sony Pictures Entertainment,Film studio,TV/Film Personality
224.txt,tech,MGM Studios,Film studio,TV/Film Personality
224.txt,tech,Twentieth Century Fox,Film studio,TV/Film Personality
280.txt,tech,Philip Snalune,Director of products at Telewest,TV/Film Personality
280.txt,tech,Adam Thomas,Analyst at research firm Informa Media,TV/Film Personality
082.txt,tech,Simon Gardner,President of Climax's Action studio,Politician
041.txt,tech,Brian McBride,Managing director of T-Mobile in the UK,TV/Film Personality
135.txt,tech,Samuel L Jackson,Actor,TV/Film Personality
135.txt,tech,Chris Penn,Actor,TV/Film Personality
336.txt,tech,Mark Sparrow,Technical and reviews editor at Mac Format magazine,Media Personality
336.txt,tech,Graham Barlow,Editor of Mac Format,Media Personality
068.txt,tech,Jef Raskin,"Creator of the first Apple Mac, musician",Musician
295.txt,tech,Gwen Stefani,Singer,Musician
240.txt,tech,Jo Flaherty,Senior broadcaster with CBS network,Media Personality
268.txt,tech,Dr. John E. Kelly,"IBM senior vice president, Technology and Intellectual Property",Politician
081.txt,tech,Tony Macklin,Spokesman for Ask Jeeves,Media Personality
056.txt,tech,ESPN,sports broadcaster,Media Personality
122.txt,tech,Dominic Hirsch,Managing Director of Retail Banking Research,TV/Film Personality
122.txt,tech,Todd Thiemann,Spokesman for anti-virus firm Trend Micro,Media Personality
309.txt,tech,Simon Gardner,President of Climax's Action Studio,Politician
335.txt,tech,Oliver Valente,Sprint's vice president for technology development,Politician
335.txt,tech,Christoph Caselitz,President of the mobile networks division at Siemens,Politician
137.txt,tech,Nick Donofrio,Senior Vice-President of Technology and Manufacturing at IBM,Politician
123.txt,tech,George W Bush,President,Politician
123.txt,tech,Scott Stanzel,Spokesman for the Bush-Cheney campaign,Media Personality
123.txt,tech,Mike Prettejohn,President of Netcraft,Politician
043.txt,tech,Steve Weinstein,Executive Vice President and General Manager of Macrovision's Entertainment Technologies Group,Politician
282.txt,tech,Bertie Ahern,Prime Minister,Politician
282.txt,tech,Noel Dempsey,Government's communications minister,Politician
286.txt,tech,Michael Weiss,President of StreamCast Networks,Politician
286.txt,tech,Marc Morgenstern,Vice president of anti-piracy firm Overpeer,Politician
279.txt,tech,Ross Blanchard,Vice President of Business Development for Gracenote,Politician
279.txt,tech,Alan Schwartz,"Vice President of SpeechWorks, a division of ScanSoft",Politician
090.txt,tech,Mustafa Yoda,Argentine hip-hop artist,Musician
090.txt,tech,Papo Record,Cuban hip-hop artist,Musician
090.txt,tech,Tote King,Spanish hip-hop artist,Musician
084.txt,tech,Satoru Iwata,Nintendo president,Politician
053.txt,tech,Tony Macklin,Director of product at Ask Jeeves,TV/Film Personality
127.txt,tech,Oliver Irish,Editor of gadget magazine Stuff,Media Personality
325.txt,tech,David Monteith,Managing Director of Sonaptic,TV/Film Personality
325.txt,tech,Dr. Alastair Sibbald,Research Director at Sonaptic,TV/Film Personality
318.txt,tech,Jim Lanzone,Vice President of Search Properties at Ask Jeeves,Politician
126.txt,tech,Matt Lucas,Actor,TV/Film Personality
278.txt,tech,Marcus Hawkins,Editor of Digital Camera magazine,Media Personality
246.txt,tech,Kelly Holmes,Olympic star,TV/Film Personality
246.txt,tech,Japanese prime minister,Prime Minister,Politician
078.txt,tech,John Kerry,Politician,Politician
078.txt,tech,George W. Bush,Politician,Politician
044.txt,tech,Dan Gillmor,Journalist,Media Personality
124.txt,tech,Nigel Whalley,Managing director of media consultancy Decipher,TV/Film Personality
332.txt,tech,Mike McGuire,Research Director at Gartner,TV/Film Personality
326.txt,tech,Steve Weinstein,Executive Vice President and General Manager of Macrovision's Entertainment Technologies Group,Politician
327.txt,tech,Lee Rainie,Director of the Pew Internet and American Life Project,TV/Film Personality
125.txt,tech,John Williams,Composer,Musician
045.txt,tech,Adam Vaughan,Editor of Stuff Essentials,Media Personality
079.txt,tech,Tim Ellsmore,Managing Director of 3ami,TV/Film Personality
